id,url,FsF_A1_01M_1_earned,FsF_A1_01M_earned,FsF_A1_02MD_1_earned,FsF_A1_02MD_2_earned,FsF_A1_02MD_earned,FsF_A1_1_01MD_1_earned,FsF_A1_1_01MD_2_earned,FsF_A1_1_01MD_earned,FsF_A1_2_01MD_1_earned,FsF_A1_2_01MD_2_earned,FsF_A1_2_01MD_earned,FsF_F1_01MD_1_earned,FsF_F1_01MD_2_earned,FsF_F1_01MD_earned,FsF_F1_02MD_1_earned,FsF_F1_02MD_2_earned,FsF_F1_02MD_4_earned,FsF_F1_02MD_5_earned,FsF_F1_02MD_earned,FsF_F2_01M_2_earned,FsF_F2_01M_3_earned,FsF_F2_01M_earned,FsF_F3_01M_2_earned,FsF_F3_01M_earned,FsF_F4_01M_1_earned,FsF_F4_01M_earned,FsF_I1_01M_1_earned,FsF_I1_01M_2_earned,FsF_I1_01M_earned,FsF_I2_01M_2_earned,FsF_I2_01M_earned,FsF_I3_01M_1_earned,FsF_I3_01M_2_earned,FsF_I3_01M_earned,FsF_R1_01M_1_earned,FsF_R1_01M_2_earned,FsF_R1_01M_3_earned,FsF_R1_01M_earned,FsF_R1_1_01M_1_earned,FsF_R1_1_01M_earned,FsF_R1_2_01M_1_earned,FsF_R1_2_01M_2_earned,FsF_R1_2_01M_earned,FsF_R1_3_01M_1_earned,FsF_R1_3_01M_3_earned,FsF_R1_3_01M_earned,FsF_R1_3_02D_1_earned,FsF_R1_3_02D_earned,score_earned_A,score_earned_A1,score_earned_A1_1,score_earned_A1_2,score_earned_F,score_earned_F1,score_earned_F2,score_earned_F3,score_earned_F4,score_earned_FAIR,score_earned_I,score_earned_I1,score_earned_I2,score_earned_I3,score_earned_R,score_earned_R1,score_earned_R1_1,score_earned_R1_2,score_earned_R1_3
bio2rdf-pubmed,https://lod-cloud.net/dataset/bio2rdf-pubmed,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bio2rdf-taxonomy,https://lod-cloud.net/dataset/bio2rdf-taxonomy,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bio2rdf-wormbase,https://lod-cloud.net/dataset/bio2rdf-wormbase,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bioportal-bp,https://lod-cloud.net/dataset/bioportal-bp,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bioportal-chem2bio2owl,https://lod-cloud.net/dataset/bioportal-chem2bio2owl,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-dikb-evidence,https://lod-cloud.net/dataset/bioportal-dikb-evidence,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-mi,https://lod-cloud.net/dataset/bioportal-mi,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-sbo,https://lod-cloud.net/dataset/bioportal-sbo,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-roleo,https://lod-cloud.net/dataset/bioportal-roleo,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-hl7,https://lod-cloud.net/dataset/bioportal-hl7,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-icnp,https://lod-cloud.net/dataset/bioportal-icnp,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
eagle-i-dartmouth,https://lod-cloud.net/dataset/eagle-i-dartmouth,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bioportal-bro_x1,https://lod-cloud.net/dataset/bioportal-bro_x1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-go_x2,https://lod-cloud.net/dataset/bioportal-go_x2,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bioportal-ncbitaxon,https://lod-cloud.net/dataset/bioportal-ncbitaxon,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-ocre,https://lod-cloud.net/dataset/bioportal-ocre,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-so_x1,https://lod-cloud.net/dataset/bioportal-so_x1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-swo,https://lod-cloud.net/dataset/bioportal-swo,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-vivo,https://lod-cloud.net/dataset/bioportal-vivo,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-mo,https://lod-cloud.net/dataset/bioportal-mo,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-ep,https://lod-cloud.net/dataset/bioportal-ep,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-jerm,https://lod-cloud.net/dataset/bioportal-jerm,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-oboe-sbc,https://lod-cloud.net/dataset/bioportal-oboe-sbc,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-pato,https://lod-cloud.net/dataset/bioportal-pato,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-pma,https://lod-cloud.net/dataset/bioportal-pma,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-uo,https://lod-cloud.net/dataset/bioportal-uo,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
eagle-i-utsa,https://lod-cloud.net/dataset/eagle-i-utsa,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bioportal-bootstrep,https://lod-cloud.net/dataset/bioportal-bootstrep,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-bt,https://lod-cloud.net/dataset/bioportal-bt,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bioportal-chebi,https://lod-cloud.net/dataset/bioportal-chebi,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-gfo-bio,https://lod-cloud.net/dataset/bioportal-gfo-bio,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-gro_x2,https://lod-cloud.net/dataset/bioportal-gro_x2,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-neomark,https://lod-cloud.net/dataset/bioportal-neomark,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-pedterm,https://lod-cloud.net/dataset/bioportal-pedterm,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-sep,https://lod-cloud.net/dataset/bioportal-sep,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-snpo,https://lod-cloud.net/dataset/bioportal-snpo,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-vt,https://lod-cloud.net/dataset/bioportal-vt,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-cmo,https://lod-cloud.net/dataset/bioportal-cmo,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-go_x1,https://lod-cloud.net/dataset/bioportal-go_x1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bioportal-mdr,https://lod-cloud.net/dataset/bioportal-mdr,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-mp,https://lod-cloud.net/dataset/bioportal-mp,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bioportal-nigo,https://lod-cloud.net/dataset/bioportal-nigo,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-basic-vertebrate-gross-anatomy,https://lod-cloud.net/dataset/bioportal-basic-vertebrate-gross-anatomy,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bioportal-bcgo,https://lod-cloud.net/dataset/bioportal-bcgo,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bioportal-ndfrt,https://lod-cloud.net/dataset/bioportal-ndfrt,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-phare,https://lod-cloud.net/dataset/bioportal-phare,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bioportal-rs,https://lod-cloud.net/dataset/bioportal-rs,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-sitbac,https://lod-cloud.net/dataset/bioportal-sitbac,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
eagle-i-psm,https://lod-cloud.net/dataset/eagle-i-psm,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bioportal-adw,https://lod-cloud.net/dataset/bioportal-adw,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bioportal-eo,https://lod-cloud.net/dataset/bioportal-eo,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bioportal-fbbi,https://lod-cloud.net/dataset/bioportal-fbbi,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-fbsp,https://lod-cloud.net/dataset/bioportal-fbsp,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-fda-meddevice,https://lod-cloud.net/dataset/bioportal-fda-meddevice,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-icd9cm,https://lod-cloud.net/dataset/bioportal-icd9cm,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-icpc2p,https://lod-cloud.net/dataset/bioportal-icpc2p,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-medlineplus,https://lod-cloud.net/dataset/bioportal-medlineplus,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-mmo,https://lod-cloud.net/dataset/bioportal-mmo,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-ms,https://lod-cloud.net/dataset/bioportal-ms,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-natpro,https://lod-cloud.net/dataset/bioportal-natpro,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-ontodt,https://lod-cloud.net/dataset/bioportal-ontodt,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-pdq,https://lod-cloud.net/dataset/bioportal-pdq,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-propreo,https://lod-cloud.net/dataset/bioportal-propreo,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-tto,https://lod-cloud.net/dataset/bioportal-tto,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-vandf,https://lod-cloud.net/dataset/bioportal-vandf,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-who,https://lod-cloud.net/dataset/bioportal-who,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-air,https://lod-cloud.net/dataset/bioportal-air,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bioportal-bho,https://lod-cloud.net/dataset/bioportal-bho,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-cst,https://lod-cloud.net/dataset/bioportal-cst,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-ctcae,https://lod-cloud.net/dataset/bioportal-ctcae,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-ctx,https://lod-cloud.net/dataset/bioportal-ctx,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-doid,https://lod-cloud.net/dataset/bioportal-doid,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-fhho,https://lod-cloud.net/dataset/bioportal-fhho,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-hlth_indics,https://lod-cloud.net/dataset/bioportal-hlth_indics,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bioportal-hp_x1,https://lod-cloud.net/dataset/bioportal-hp_x1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bioportal-icd10,https://lod-cloud.net/dataset/bioportal-icd10,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
