id,FsF_A1_01M_1_earned,FsF_A1_01M_earned,FsF_A1_02MD_1_earned,FsF_A1_02MD_2_earned,FsF_A1_02MD_earned,FsF_A1_1_01MD_1_earned,FsF_A1_1_01MD_2_earned,FsF_A1_1_01MD_earned,FsF_A1_2_01MD_1_earned,FsF_A1_2_01MD_2_earned,FsF_A1_2_01MD_earned,FsF_F1_01MD_1_earned,FsF_F1_01MD_2_earned,FsF_F1_01MD_earned,FsF_F1_02MD_1_earned,FsF_F1_02MD_2_earned,FsF_F1_02MD_4_earned,FsF_F1_02MD_5_earned,FsF_F1_02MD_earned,FsF_F2_01M_2_earned,FsF_F2_01M_3_earned,FsF_F2_01M_earned,FsF_F3_01M_2_earned,FsF_F3_01M_earned,FsF_F4_01M_1_earned,FsF_F4_01M_earned,FsF_I1_01M_1_earned,FsF_I1_01M_2_earned,FsF_I1_01M_earned,FsF_I2_01M_2_earned,FsF_I2_01M_earned,FsF_I3_01M_1_earned,FsF_I3_01M_2_earned,FsF_I3_01M_earned,FsF_R1_01M_1_earned,FsF_R1_01M_2_earned,FsF_R1_01M_3_earned,FsF_R1_01M_earned,FsF_R1_1_01M_1_earned,FsF_R1_1_01M_earned,FsF_R1_2_01M_1_earned,FsF_R1_2_01M_2_earned,FsF_R1_2_01M_earned,FsF_R1_3_01M_1_earned,FsF_R1_3_01M_3_earned,FsF_R1_3_01M_earned,FsF_R1_3_02D_1_earned,FsF_R1_3_02D_earned,score_earned_A,score_earned_A1,score_earned_A1_1,score_earned_A1_2,score_earned_F,score_earned_F1,score_earned_F2,score_earned_F3,score_earned_F4,score_earned_FAIR,score_earned_I,score_earned_I1,score_earned_I2,score_earned_I3,score_earned_R,score_earned_R1,score_earned_R1_1,score_earned_R1_2,score_earned_R1_3
sasap,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
bctt,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
hivhpvschistosom,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
iobc,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
fast-event,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
nio,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
glycordf,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
syriandrugs,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
ipd,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
mads-rdf,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
rsa,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
icd-o-3,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
dreamdnpto,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
npi,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
bflc,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
hhear,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
hhearp,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
sarsmutonto,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
ecp,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
bcsr-onto,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
lpt,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
orcs,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
genai,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
pharmgkb,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
gdmt,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
cdo,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
cdoh,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
adicap,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
cohsi2termsweekx,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
dmto,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
tm-mer,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
mamo-scr-onto,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
comet,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
bero,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
drmo,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
assaynode,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
neic-onto,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
nic,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
contsonto,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
momcare,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
peo_ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
iso19115srs,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
iso19115tcc,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
m4m-21-variables,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
pbpko,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
trak,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
kenyaanc,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
inbiodiv,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
canont,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
dcat3,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
m4m-21-subjects,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
hio,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
option-ontology,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
vrd,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
bcs8,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
bcs7,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
aspect,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
brazi,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1.0,1.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0
bci-o,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
dseo,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
ho,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1.0,1.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0
hc,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
oco,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
apaeducluster,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
proj,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
zahrahaddad,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1.0,1.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0
qudt2,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
gmm,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
my_syriancinema,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
reproduce-me,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
dccdfv,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
premedonto,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
ontosim,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
zonmw-content,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
apatreatment,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
melo,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
glycocoo,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
m4m19-subs,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
issva,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
phfumiado,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
patel,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
evi,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
ontodm-core,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
dsip8,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
agromop,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
sco_f23,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.0,0,0,0,9.0,4,2,2,0,1,1,0,0,0
