id,KG name,Dataset URL,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,R1.1 Machine- or human-readable license retrievable via any primary source,R1.2 Publisher information such as authors-contributors-publishers and sources,R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,FAIR score
CPC,Cooperative Patent Classification,https://www.epo.org/linked-data/,1,0,1,0.89,1,1,0.82,1,1,1,1,1,1,1,0,1,0.75,0,1,0,1,0.5,3.07
cz-vavai-projects,R&D Projects,http://linked.opendata.cz/resource/dataset/vavai/projects,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
cz-vavai-organizations,Organizations active in R&D,http://linked.opendata.cz/resource/dataset/vavai/organizations,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
cz-vavai-programmes,R&D Programmes,http://linked.opendata.cz/resource/dataset/vavai/programmes,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
cz-vavai-tenders,Tenders in R&D,http://linked.opendata.cz/resource/dataset/vavai/tenders,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
opendatacommunities-input-indicators-local-authority-funding-from-government-grant,opendatacommunities-input-indicators-local-authority-funding-from-government-grant,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
opendatacommunities-impact-indicators-housing-starts,opendatacommunities-impact-indicators-housing-starts,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
opendatacommunities-transparency-impact-indicators-housing-starts,opendatacommunities-transparency-impact-indicators-housing-starts,absent,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
cz-orders,Registry of contracts of the Czech Republic - Orders,http://linked.opendata.cz/resource/dataset/seznam.gov.cz/rejstriky/objednavky,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
cz-souhrnne-typy-ovm,Summary types of Czech institutions of public power,https://linked.opendata.cz/zdroj/datová-sada/souhrnné-typy-ovm,1,0.0986,1,1,1,1,0.85,1,1,1,1,1,1,1,1,1,1,1,1,0.529411765,1,0.88,3.73
agrinepaldata,AgriNepalData,absent,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
finnish-municipalities,Finnish municipalities and regional classifications,http://onki.fi/en/browser/overview/kunnat,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
opendatacommunities-service-expenditure,opendatacommunities-service-expenditure,absent,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
eu-institutions,Institutions and Bodies of the European Union,http://institutions.publicdata.eu/,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
cz-ctia-bans,Bans of the Czech Trade Inspection Authority,http://linked.opendata.cz/resource/dataset/coi.cz/zakazy,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,1,1,0.75,1,1,0,1,0.75,2.78
opendatascotland-simd-employment-rank,opendatascotland-simd-employment-rank,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
english-index-of-multiple-deprivation-score-2010,English Index of Multiple Deprivation Score 2010,http://opendatacommunities.org/datasets/imd-score-2010,1,0,1,0.89,1,1,0.82,1,1,1,1,1,1,1,0,1,0.75,0,1,0,1,0.5,3.07
eurobarometer-standard,Standard Eurobarometer,http://eurobarometer.publicdata.eu,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.82
cablegate,cablegate,http://www.wikileaks.ch/cablegate.html,1,0,1,0.67,1,1,0.78,0.5,1,0,1,0.62,0,1,1,1,0.75,1,1,0,1,0.75,2.9
biographical-directory-of-the-united-states-congress,Biographical Directory of the United States Congress,http://bioguide.congress.gov/biosearch/biosearch.asp,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
opendatacommunities-transparency-impact-indicators-neighbourhood-plans,opendatacommunities-transparency-impact-indicators-neighbourhood-plans,absent,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
eu-parliament-media,EU Parliament Media Library,http://eupmedia.publicdata.eu/,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.82
eu-who-is-who,EU Who Is Who,http://whoiswho.publicdata.eu/,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.82
cz-czso-deaths-by-selected-causes-of-death,Deaths by selected causes of death in regions of Czech Republic,http://data.czso.cz/resource/dataset/deaths-by-selected-causes-of-death,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.32
iati-as-linked-data,IATI as Linked Data,absent,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.82
opendatacommunities-impact-indicators-affordable-housing-starts,opendatacommunities-impact-indicators-affordable-housing-starts,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
opendatascotland-simd-geographic-access-rank,opendatascotland-simd-geographic-access-rank,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
datos-bcn-cl,Datos.bcn.cl,https://datos.bcn.cl/es/,,,,,,,,,,,,,,,,,,,,,,,
patents-data-gov-uk,patents.data.gov.uk,http://patents.data.gov.uk/,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
cz-vavai-funding-providers,State funding providers,http://linked.opendata.cz/resource/dataset/vavai/funding-providers,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
ceo,Linked Data Cultural Heritage Agency of the Netherlands,https://linkeddata.cultureelerfgoed.nl/,1,0.0048,1,0.67,1,1,0.78,1,1,1,1,1,1,1,0,1,0.75,0,1,0,1,0.5,3.03
data-incubator-nasa,NASA Space Flight & Astronaut data in RDF,http://kasabi.com/dataset/nasa,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.32
opendatacommunities-societal-wellbeing-deprivation-imd-housing-rank-la-2010,opendatacommunities-societal-wellbeing-deprivation-imd-housing-rank-la-2010,absent,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
congresspeople,2011 US Congress People,http://www.contactingthecongress.org/,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
frb-linked-data,Federal Reserve Board (FRB) Linked Data,absent,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,0.75,3.05
oecd-linked-data,Organisation for Economic Co-operation and Development (OECD) Linked Data,http://oecd.270a.info/,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,0.75,3.05
uis-linked-data,UNESCO Institute for Statistics (UIS) Linked Data,absent,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,0.75,3.05
opendatacommunities-net-additional-dwellings,opendatacommunities-net-additional-dwellings,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
hellenic-fire-brigade,Hellenic Fire Brigade,http://greek-lod.math.auth.gr/fire-brigade/,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,0.75,3.05
semantic-xbrl,Semantic XBRL Financial Data,http://rhizomik.net/semanticxbrl/,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
cz-czso-average-salaries,Average salaries in regions of Czech republic,http://data.czso.cz/resource/dataset/average-salaries,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.32
opendatascotland-simd-housing-rank,opendatascotland-simd-housing-rank,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
opendatacommunities-transparency-input-indicators-local-authorities-working-with-troubled-families,opendatacommunities-transparency-input-indicators-local-authorities-working-with-troubled-families,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
opendatacommunities-societal-wellbeing-deprivation-imd-employment-rank-la-2010,opendatacommunities-societal-wellbeing-deprivation-imd-employment-rank-la-2010,absent,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
opendatacommunities-societal-wellbeing-deprivation-imd-health-rank-la-2010,opendatacommunities-societal-wellbeing-deprivation-imd-health-rank-la-2010,absent,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
twc-logd,TWC: Linking Open Government Data,http://logd.tw.rpi.edu,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
opendatacommunities-households-social-lettings-general-needs-lettings-prp-household-composition,opendatacommunities-households-social-lettings-general-needs-lettings-prp-household-composition,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
eumida-linked-data,EUMIDA as Linked Data,http://eumida.publicdata.eu/,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.82
asn-us,ASN:US,http://asn.jesandco.org,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.32
cz-sao-check-actions,Inspections of the Supreme Audit Office of the Czech Republic,http://data.nku.cz/resource/dataset/check-actions,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.32
opendatacommunities-households-social-lettings-general-needs-lettings-prp-number-bedrooms,opendatacommunities-households-social-lettings-general-needs-lettings-prp-number-bedrooms,absent,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
opendatacommunities-imd-crime-rank-2010,opendatacommunities-imd-crime-rank-2010,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
cz-ares-rzp,Data about Czech business entities from the ARES system - Trade Licensing Register,http://linked.opendata.cz/resource/dataset/ares/rzp,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
cz-sao-check-actions-law,List of laws used in inspection reports of SAO,http://data.nku.cz/resource/dataset/check-actions-law,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.32
traffic-scotland,Traffic Scotland,http://seobook.blog.com,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
rkb-explorer-cordis,Community R&D Information Service (CORDIS) (RKBExplorer),http://cordis.rkbexplorer.com,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
data-cnr-it,Open Data from the Italian National Research Council,http://data.cnr.it/site/,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.32
eurovoc,EuroVoc,,,,,,,,,,,,,,,,,,,,,,,,
business-data-gov-uk,business.data.gov.uk,http://business.data.gov.uk/,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
abs-linked-data,Australian Bureau of Statistics (ABS) Linked Data,absent,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,0.75,3.05
bis-linked-data,Bank for International Settlements (BIS) Linked Data,absent,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,0.75,3.05
opendatascotland-simd-education-rank,opendatascotland-simd-education-rank,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
cz-ctia-sanctions,Sanctions of the Czech Trade Inspection Authority,http://linked.opendata.cz/resource/dataset/coi.cz/sankce,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
rechtspraak,Rechtspraak.nl,http://www.best-project.nl,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
nomenclator-asturias,Nomenclator Asturias,http://www.josemalvarez.es/web/2011/11/01/nomenclator-asturias-2010/,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
cz-czso-job-applicants,Job applicants in regions of Czech Republic,http://data.czso.cz/resource/dataset/job-applicants,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.32
cz-czso-social-service-facilities,Social service facilities and nursing in districts of Czech republic,http://data.czso.cz/resource/dataset/social-service-facilities,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.32
cz-fulfillments,Registry of contracts of the Czech Republic - Financial fulfillments,http://linked.opendata.cz/resource/dataset/seznam.gov.cz/rejstriky/plneni,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
opendatacommunities-impact-indicators-planning-applications-granted,opendatacommunities-impact-indicators-planning-applications-granted,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
istat-immigration,ISTAT Immigration (LinkedOpenData.it),http://www.linkedopendata.it/datasets/istat-immigration,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,0.75,3.05
cz-vavai-research-plans,Institutional research plans,http://linked.opendata.cz/resource/dataset/vavai/research-plans,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
opendatacommunities-housing-market,opendatacommunities-housing-market,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
corporate-body,Corporate Body Named Authority List ,,,,,,,,,,,,,,,,,,,,,,,,
cz-czso-selected-indicators-of-public-health,Selected public health indicators in regions of Czech republic,http://data.czso.cz/resource/dataset/selected-indicators-of-public-health,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.32
opendatacommunities-households-accommodated-per-1000,opendatacommunities-households-accommodated-per-1000,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
opendatacommunities-societal-wellbeing-deprivation-imd-education-rank-la-2010,opendatacommunities-societal-wellbeing-deprivation-imd-education-rank-la-2010,absent,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
cz-contracts,Registry of contracts of the Czech Republic - Contracts,http://linked.opendata.cz/resource/dataset/seznam.gov.cz/rejstriky/smlouvy,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
opendatacommunities-households-2008,opendatacommunities-households-2008,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
fu-berlin-cordis,Community Research and Development Information Service (CORDIS),http://www4.wiwiss.fu-berlin.de/cordis/,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
linked-stockindex,Linked Index,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,0,0,1,0.25,0,1,0,1,0.5,1.99
opendatascotland-graph-simd-rank,opendatascotland-graph-simd-rank,absent,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
