id,KG name,Dataset URL,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,R1.1 Machine- or human-readable license retrievable via any primary source,R1.2 Publisher information such as authors-contributors-publishers and sources,R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,FAIR score
bluk-bnb,British National Bibliography (BNB) - Linked Open Data,http://bnb.data.bl.uk,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
datos-bne-es,datos.bne.es,http://datos.bne.es,1,0,1,0.89,1,1,0.82,1,1,1,1,1,1,1,0,1,0.75,0,1,0,1,0.5,3.07
europeana-lod-v1,Europeana Linked Open Data V1.0,http://data.europeana.eu/,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.3
libver,Public Library of Veroia,http://libver.math.auth.gr,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,0.75,3.05
data-persee-fr,Persée in RDF,http://data.persee.fr/,1,1,1,0.89,1,1,0.98,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.75,3.73
data-bnf-fr,data.bnf.fr - Bibliothèque nationale de France,http://data.bnf.fr,1,0.2,1,0.78,1,1,0.83,1,1,1,1,1,0,1,1,1,0.75,1,1,0,1,0.75,3.33
idreffr,IdRef: Sudoc authority data,http://punktokomo.abes.fr/2011/07/05/idref-des-pages-html-et-rdf-plus-riches/,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
vivo-cornell-university,VIVO Cornell,http://vivo.cornell.edu/,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.3
sudocfr,Sudoc bibliographic data,http://punktokomo.abes.fr/2011/07/04/le-sudoc-sur-le-web-de-donnees/,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
rkb-explorer-darmstadt,Technische Universität Darmstadt (RKBExplorer),http://darmstadt.rkbexplorer.com,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
data-szepmuveszeti-hu,data-szepmuveszeti-hu,http://www.szepmuveszeti.hu,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
eur-lex-rdf,EUR-Lex as Linked Data,http://eur-lex.publicdata.eu/,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.55
printed-book-auction-catalogues,English Language Books listed in Printed Book Auction Catalogues from 17th Century Holland,http://keithalexander.co.uk/pbac,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
rkb-explorer-unlocode,UN/LOCODE (RKBExplorer),http://unlocode.rkbexplorer.com,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
data-incubator-our-airports,Airport data from Our Airports published as RDF,http://airports.dataincubator.org/,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
bpr,BPR ? Bibliography of the Italian Parliament and electoral studies,absent,1,0,1,0.89,1,1,0.82,1,1,1,1,1,1,1,0,1,0.75,0,1,0,1,0.5,3.07
l3s-dblp,DBLP in RDF (L3S),http://dblp.l3s.de/d2r/,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
geospatialworld-net,Geospatial World ,https://www.geospatialworld.net/,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
opendataec,Open Data of Ecuador,absent,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
vivo-scripps-research-institute,VIVO Scripps Research Institute,http://vivo.scripps.edu/,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,0.75,3.03
calames,Calames,http://www.calames.abes.fr/,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
oreilly,oreilly,absent,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
yso-fi-ysa,yso-fi-ysa,absent,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
yso-fi-allars,yso-fi-allars,absent,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
rkb-explorer-fun,fun,http://fun.rkbexplorer.com,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
