id,KG name,Dataset URL,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,R1.1 Machine- or human-readable license retrievable via any primary source,R1.2 Publisher information such as authors-contributors-publishers and sources,R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,FAIR score
statusnet-linuxwrangling-com,statusnet-linuxwrangling-com,absent,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
statusnet-lydiastench-com,statusnet-lydiastench-com,absent,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
statusnet-macno-org,statusnet-macno-org,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
statusnet-morphtown-de,statusnet-morphtown-de,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
statusnet-mrblog-nl,statusnet-mrblog-nl,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
statusnet-opensim-chat-eu,statusnet-opensim-chat-eu,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
statusnet-ourcoffs-org-au,statusnet-ourcoffs-org-au,absent,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
statusnet-piana-eu,statusnet-piana-eu,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
statusnet-postblue-info,statusnet-postblue-info,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
statusnet-progval-net,statusnet-progval-net,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
statusnet-qdnx-org,statusnet-qdnx-org,absent,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,1,1,0.75,1,1,0,1,0.75,3.03
statusnet-quitter-se,statusnet-quitter-se,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
statusnet-rainbowdash-net,statusnet-rainbowdash-net,absent,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
statusnet-russwurm-org,statusnet-russwurm-org,absent,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
statusnet-samnoble-org,statusnet-samnoble-org,absent,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
statusnet-scoffoni-net,statusnet-scoffoni-net,absent,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
statusnet-skilledtests-com,statusnet-skilledtests-com,absent,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
statusnet-somsants-net,statusnet-somsants-net,absent,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
statusnet-soucy-cc,statusnet-soucy-cc,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
statusnet-ssweeny-net,statusnet-ssweeny-net,absent,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
statusnet-status-net,statusnet-status-net,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
statusnet-sweetiebelle-net,statusnet-sweetiebelle-net,absent,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
statusnet-tekk-com-ar,statusnet-tekk-com-ar,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
statusnet-thelovebug-org,statusnet-thelovebug-org,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
statusnet-timttmy-co-uk,statusnet-timttmy-co-uk,absent,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
statusnet-hackerposse-com,statusnet-hackerposse-com,absent,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,1,1,0.75,1,1,0,1,0.75,3.03
statusnet-legadolibre-com-ar,statusnet-legadolibre-com-ar,absent,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
statusnet-ilikefreedom-ro,statusnet-ilikefreedom-ro,absent,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,0,0,1,0.25,0,1,0,1,0.5,1.99
