id,processed_url,score_F1A,score_F1B,score_F2A,score_F2B,score_A1.1,score_A1.2,score_I1,score_I2,score_I3,score_R1.1,score_R1.2,score_R1.3,total_F,total_A,total_I,total_R,score_total
framester,https://lod-cloud.net/dataset/framester,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-finnish-ftb,https://lod-cloud.net/dataset/universal-dependencies-treebank-finnish-ftb,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
open-bantu-isixhosa-lexicon,https://lod-cloud.net/dataset/open-bantu-isixhosa-lexicon,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
sentiws,https://lod-cloud.net/dataset/sentiws,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
clld-ewave,https://lod-cloud.net/dataset/clld-ewave,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
universal-dependencies-treebank-old-church-slavonic,https://lod-cloud.net/dataset/universal-dependencies-treebank-old-church-slavonic,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
clld-phoible,https://lod-cloud.net/dataset/clld-phoible,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
omwn-ell,https://lod-cloud.net/dataset/omwn-ell,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
NLW,https://lod-cloud.net/dataset/NLW,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
galician-eurowordnet-lemon-lexicon-3-0,https://lod-cloud.net/dataset/galician-eurowordnet-lemon-lexicon-3-0,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
omwn-fas,https://lod-cloud.net/dataset/omwn-fas,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
muninn-world-war-i,https://lod-cloud.net/dataset/muninn-world-war-i,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
WordFormationLatin,https://lod-cloud.net/dataset/WordFormationLatin,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
saldo-rdf,https://lod-cloud.net/dataset/saldo-rdf,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-arabic,https://lod-cloud.net/dataset/universal-dependencies-treebank-arabic,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-basque,https://lod-cloud.net/dataset/universal-dependencies-treebank-basque,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
glottolog,https://lod-cloud.net/dataset/glottolog,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-dutch,https://lod-cloud.net/dataset/universal-dependencies-treebank-dutch,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
saldom-rdf,https://lod-cloud.net/dataset/saldom-rdf,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
omwn-arb,https://lod-cloud.net/dataset/omwn-arb,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
Querolus,https://lod-cloud.net/dataset/Querolus,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
omwn-dan,https://lod-cloud.net/dataset/omwn-dan,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
linked-hypernyms,https://lod-cloud.net/dataset/linked-hypernyms,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
copyrighttermbank,https://lod-cloud.net/dataset/copyrighttermbank,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-russian-syntagrus,https://lod-cloud.net/dataset/universal-dependencies-treebank-russian-syntagrus,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
gemet-annotated,https://lod-cloud.net/dataset/gemet-annotated,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rss-500-nif-ner-corpus,https://lod-cloud.net/dataset/rss-500-nif-ner-corpus,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-eo-ca,https://lod-cloud.net/dataset/apertium-rdf-eo-ca,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-greek,https://lod-cloud.net/dataset/universal-dependencies-treebank-greek,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
lemonwiktionary,https://lod-cloud.net/dataset/lemonwiktionary,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
omwn-mcr,https://lod-cloud.net/dataset/omwn-mcr,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
wold,https://lod-cloud.net/dataset/wold,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
omwn-por,https://lod-cloud.net/dataset/omwn-por,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
parole-simple-lexinfo-ontology-lexicons,https://lod-cloud.net/dataset/parole-simple-lexinfo-ontology-lexicons,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-slovenian,https://lod-cloud.net/dataset/universal-dependencies-treebank-slovenian,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
chat-game-corpus,https://lod-cloud.net/dataset/chat-game-corpus,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
apertium-rdf-es-gl,https://lod-cloud.net/dataset/apertium-rdf-es-gl,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-ancient-greek-proiel,https://lod-cloud.net/dataset/universal-dependencies-treebank-ancient-greek-proiel,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
CLaSSES,https://lod-cloud.net/dataset/CLaSSES,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-slovenian-sst,https://lod-cloud.net/dataset/universal-dependencies-treebank-slovenian-sst,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
omwn-isl,https://lod-cloud.net/dataset/omwn-isl,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-latin-ittb,https://lod-cloud.net/dataset/universal-dependencies-treebank-latin-ittb,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-japanese-ktc,https://lod-cloud.net/dataset/universal-dependencies-treebank-japanese-ktc,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-chinese,https://lod-cloud.net/dataset/universal-dependencies-treebank-chinese,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-pt-ca,https://lod-cloud.net/dataset/apertium-rdf-pt-ca,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
associations,https://lod-cloud.net/dataset/associations,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
omwn-swe,https://lod-cloud.net/dataset/omwn-swe,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
mexico,https://lod-cloud.net/dataset/mexico,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
universal-dependencies-treebank-danish,https://lod-cloud.net/dataset/universal-dependencies-treebank-danish,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
germlex,https://lod-cloud.net/dataset/germlex,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
LARK,https://lod-cloud.net/dataset/LARK,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
apertium-rdf-eo-es,https://lod-cloud.net/dataset/apertium-rdf-eo-es,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-es-an,https://lod-cloud.net/dataset/apertium-rdf-es-an,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-persian,https://lod-cloud.net/dataset/universal-dependencies-treebank-persian,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-es-pt,https://lod-cloud.net/dataset/apertium-rdf-es-pt,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
apertium-rdf-pt-gl,https://lod-cloud.net/dataset/apertium-rdf-pt-gl,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-ukrainian,https://lod-cloud.net/dataset/universal-dependencies-treebank-ukrainian,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
asit,https://lod-cloud.net/dataset/asit,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-latvian,https://lod-cloud.net/dataset/universal-dependencies-treebank-latvian,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
universal-dependencies-treebank-italian,https://lod-cloud.net/dataset/universal-dependencies-treebank-italian,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
