id,processed_url,score_F1A,score_F1B,score_F2A,score_F2B,score_A1.1,score_A1.2,score_I1,score_I2,score_I3,score_R1.1,score_R1.2,score_R1.3,total_F,total_A,total_I,total_R,score_total
bioportal-nddf,https://lod-cloud.net/dataset/bioportal-nddf,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-rxnorm,https://lod-cloud.net/dataset/bioportal-rxnorm,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
chembl-rdf,https://lod-cloud.net/dataset/chembl-rdf,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
uniprotkb,https://lod-cloud.net/dataset/uniprotkb,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-ato,https://lod-cloud.net/dataset/bioportal-ato,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-taxrank,https://lod-cloud.net/dataset/bioportal-taxrank,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
taxonconcept,https://lod-cloud.net/dataset/taxonconcept,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eunis,https://lod-cloud.net/dataset/eunis,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
geospecies,https://lod-cloud.net/dataset/geospecies,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
uniprot,https://lod-cloud.net/dataset/uniprot,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
fu-berlin-medicare,https://lod-cloud.net/dataset/fu-berlin-medicare,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bioportal-aao,https://lod-cloud.net/dataset/bioportal-aao,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-aeo,https://lod-cloud.net/dataset/bioportal-aeo,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-bila,https://lod-cloud.net/dataset/bioportal-bila,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-ehdaa,https://lod-cloud.net/dataset/bioportal-ehdaa,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-ehdaa2,https://lod-cloud.net/dataset/bioportal-ehdaa2,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-hao,https://lod-cloud.net/dataset/bioportal-hao,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-icf_x1,https://lod-cloud.net/dataset/bioportal-icf_x1,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-mat,https://lod-cloud.net/dataset/bioportal-mat,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-unitsontology,https://lod-cloud.net/dataset/bioportal-unitsontology,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-wbbt,https://lod-cloud.net/dataset/bioportal-wbbt,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
eagle-i-harvard,https://lod-cloud.net/dataset/eagle-i-harvard,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bioportal-lipro,https://lod-cloud.net/dataset/bioportal-lipro,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-gfo,https://lod-cloud.net/dataset/bioportal-gfo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-aba,https://lod-cloud.net/dataset/bioportal-aba,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-exo,https://lod-cloud.net/dataset/bioportal-exo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-mao,https://lod-cloud.net/dataset/bioportal-mao,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
taxonconcept-assets,https://lod-cloud.net/dataset/taxonconcept-assets,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bio2rdf-clinicaltrials,https://lod-cloud.net/dataset/bio2rdf-clinicaltrials,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-dbsnp,https://lod-cloud.net/dataset/bio2rdf-dbsnp,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bioportal-nonrctontology,https://lod-cloud.net/dataset/bioportal-nonrctontology,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-diagnosticont,https://lod-cloud.net/dataset/bioportal-diagnosticont,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-rctontology,https://lod-cloud.net/dataset/bioportal-rctontology,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-fbcv,https://lod-cloud.net/dataset/bioportal-fbcv,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-bspo,https://lod-cloud.net/dataset/bioportal-bspo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-tads,https://lod-cloud.net/dataset/bioportal-tads,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-tgma,https://lod-cloud.net/dataset/bioportal-tgma,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-wbphenotype,https://lod-cloud.net/dataset/bioportal-wbphenotype,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
agrovoc,https://lod-cloud.net/dataset/agrovoc,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-mesh,https://lod-cloud.net/dataset/bio2rdf-mesh,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bioportal-fypo,https://lod-cloud.net/dataset/bioportal-fypo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-spto,https://lod-cloud.net/dataset/bioportal-spto,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-amino-acid,https://lod-cloud.net/dataset/bioportal-amino-acid,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-cdao,https://lod-cloud.net/dataset/bioportal-cdao,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-mcv,https://lod-cloud.net/dataset/bioportal-mcv,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-spd,https://lod-cloud.net/dataset/bioportal-spd,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
eagle-i-utep,https://lod-cloud.net/dataset/eagle-i-utep,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
heartfailure,https://lod-cloud.net/dataset/heartfailure,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
biosamples-rdf,https://lod-cloud.net/dataset/biosamples-rdf,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
gene-expression-atlas-rdf,https://lod-cloud.net/dataset/gene-expression-atlas-rdf,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
chemdb-thermochemistry,https://lod-cloud.net/dataset/chemdb-thermochemistry,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eagle-i-vanderbilt,https://lod-cloud.net/dataset/eagle-i-vanderbilt,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
SCBG-Data,https://lod-cloud.net/dataset/SCBG-Data,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-ctd,https://lod-cloud.net/dataset/bio2rdf-ctd,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-ndc,https://lod-cloud.net/dataset/bio2rdf-ndc,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
UniProt,https://lod-cloud.net/dataset/UniProt,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
eagle-i-jsu,https://lod-cloud.net/dataset/eagle-i-jsu,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bioportal-icd10pcs,https://lod-cloud.net/dataset/bioportal-icd10pcs,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-geospecies,https://lod-cloud.net/dataset/bioportal-geospecies,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
traditional-korean-medicine,https://lod-cloud.net/dataset/traditional-korean-medicine,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eagle-i-ccny-cuny,https://lod-cloud.net/dataset/eagle-i-ccny-cuny,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bioportal-fma,https://lod-cloud.net/dataset/bioportal-fma,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-pko,https://lod-cloud.net/dataset/bioportal-pko,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
biomodels-rdf,https://lod-cloud.net/dataset/biomodels-rdf,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
taxref-ld,https://lod-cloud.net/dataset/taxref-ld,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
ckan,https://lod-cloud.net/dataset/ckan,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
t4gm-info,https://lod-cloud.net/dataset/t4gm-info,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
university-plymouth-reading-lists,https://lod-cloud.net/dataset/university-plymouth-reading-lists,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bio2rdf-lsr,https://lod-cloud.net/dataset/bio2rdf-lsr,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
Covid-on-the-Web,https://lod-cloud.net/dataset/Covid-on-the-Web,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
entrez_gene,https://lod-cloud.net/dataset/entrez_gene,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eagle-i-cau,https://lod-cloud.net/dataset/eagle-i-cau,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
tcga-roadmap,https://lod-cloud.net/dataset/tcga-roadmap,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-sabiork,https://lod-cloud.net/dataset/bio2rdf-sabiork,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bioportal-icps,https://lod-cloud.net/dataset/bioportal-icps,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-po_x1,https://lod-cloud.net/dataset/bioportal-po_x1,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-xco,https://lod-cloud.net/dataset/bioportal-xco,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-cno,https://lod-cloud.net/dataset/bioportal-cno,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-epileponto,https://lod-cloud.net/dataset/bioportal-epileponto,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-imgt,https://lod-cloud.net/dataset/bioportal-imgt,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
bioportal-lhn,https://lod-cloud.net/dataset/bioportal-lhn,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-mhc,https://lod-cloud.net/dataset/bioportal-mhc,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-mod,https://lod-cloud.net/dataset/bioportal-mod,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-neomarkontology,https://lod-cloud.net/dataset/bioportal-neomarkontology,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-peo,https://lod-cloud.net/dataset/bioportal-peo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-pmr,https://lod-cloud.net/dataset/bioportal-pmr,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-sbro,https://lod-cloud.net/dataset/bioportal-sbro,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-tok,https://lod-cloud.net/dataset/bioportal-tok,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
chemdb-basicInfo,https://lod-cloud.net/dataset/chemdb-basicInfo,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-omim,https://lod-cloud.net/dataset/bio2rdf-omim,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-mgi,https://lod-cloud.net/dataset/bio2rdf-mgi,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-orphanet,https://lod-cloud.net/dataset/bio2rdf-orphanet,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
fu-berlin-sider,https://lod-cloud.net/dataset/fu-berlin-sider,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
fu-berlin-stitch,https://lod-cloud.net/dataset/fu-berlin-stitch,2,1,2,2,2,0,2,2,0,0,2,2,7,2,4,4,17
bioportal-ddanat,https://lod-cloud.net/dataset/bioportal-ddanat,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-oboe,https://lod-cloud.net/dataset/bioportal-oboe,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
linked-tcga,https://lod-cloud.net/dataset/linked-tcga,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bio2rdf-affymetrix,https://lod-cloud.net/dataset/bio2rdf-affymetrix,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-hgnc,https://lod-cloud.net/dataset/bio2rdf-hgnc,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-homologene,https://lod-cloud.net/dataset/bio2rdf-homologene,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bioportal-wbls,https://lod-cloud.net/dataset/bioportal-wbls,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bio2rdf-irefindex,https://lod-cloud.net/dataset/bio2rdf-irefindex,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-sgd,https://lod-cloud.net/dataset/bio2rdf-sgd,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
organic-edunet,https://lod-cloud.net/dataset/organic-edunet,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bioportal-repo,https://lod-cloud.net/dataset/bioportal-repo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
sparql-endpoint-status,https://lod-cloud.net/dataset/sparql-endpoint-status,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bio2rdf-iproclass,https://lod-cloud.net/dataset/bio2rdf-iproclass,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bioportal-hcpcs,https://lod-cloud.net/dataset/bioportal-hcpcs,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bio2rdf-biomodels,https://lod-cloud.net/dataset/bio2rdf-biomodels,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-interpro,https://lod-cloud.net/dataset/bio2rdf-interpro,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-goa,https://lod-cloud.net/dataset/bio2rdf-goa,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bioportal-fbdv,https://lod-cloud.net/dataset/bioportal-fbdv,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bio2rdf-omim-resources,https://lod-cloud.net/dataset/bio2rdf-omim-resources,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bio2rdf-pharmgkb,https://lod-cloud.net/dataset/bio2rdf-pharmgkb,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-drugbank,https://lod-cloud.net/dataset/bio2rdf-drugbank,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eagle-i-alaska,https://lod-cloud.net/dataset/eagle-i-alaska,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
eagle-i-hunter-cuny,https://lod-cloud.net/dataset/eagle-i-hunter-cuny,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
cz-eh-1-atc,https://lod-cloud.net/dataset/cz-eh-1-atc,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bioportal-mddb,https://lod-cloud.net/dataset/bioportal-mddb,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-co_wheat,https://lod-cloud.net/dataset/bioportal-co_wheat,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
cz-sidc-drug-ingredients,https://lod-cloud.net/dataset/cz-sidc-drug-ingredients,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
cz-sidc-drugs,https://lod-cloud.net/dataset/cz-sidc-drugs,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bioportal-carelex,https://lod-cloud.net/dataset/bioportal-carelex,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
bioportal-teddy,https://lod-cloud.net/dataset/bioportal-teddy,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
eagle-i-meharry,https://lod-cloud.net/dataset/eagle-i-meharry,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
plant-specimen,https://lod-cloud.net/dataset/plant-specimen,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
kupkb,https://lod-cloud.net/dataset/kupkb,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eagle-i-howard,https://lod-cloud.net/dataset/eagle-i-howard,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
chem2bio2rdf,https://lod-cloud.net/dataset/chem2bio2rdf,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-taxon,https://lod-cloud.net/dataset/bio2rdf-taxon,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
CoLChina_sp2000,https://lod-cloud.net/dataset/CoLChina_sp2000,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bioportal-hugo,https://lod-cloud.net/dataset/bioportal-hugo,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
eagle-i-hawaii,https://lod-cloud.net/dataset/eagle-i-hawaii,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
farmbio-chembl,https://lod-cloud.net/dataset/farmbio-chembl,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eagle-i-uccaribe,https://lod-cloud.net/dataset/eagle-i-uccaribe,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
arrayexpress_e-mtab-104,https://lod-cloud.net/dataset/arrayexpress_e-mtab-104,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eagle-i-xula,https://lod-cloud.net/dataset/eagle-i-xula,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
reactome-rdf,https://lod-cloud.net/dataset/reactome-rdf,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eagle-i-montana,https://lod-cloud.net/dataset/eagle-i-montana,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
allie-abbreviation-and-long-form-database-in-life-science,https://lod-cloud.net/dataset/allie-abbreviation-and-long-form-database-in-life-science,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
lodac-bdls,https://lod-cloud.net/dataset/lodac-bdls,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
sandre,https://lod-cloud.net/dataset/sandre,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
foodpedia,https://lod-cloud.net/dataset/foodpedia,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
eagle-i-msm,https://lod-cloud.net/dataset/eagle-i-msm,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
Naturopathy,https://lod-cloud.net/dataset/Naturopathy,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bio2rdf-bioportal,https://lod-cloud.net/dataset/bio2rdf-bioportal,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-chembl,https://lod-cloud.net/dataset/bio2rdf-chembl,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
bio2rdf-sider,https://lod-cloud.net/dataset/bio2rdf-sider,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
chemdb-phaseTransition,https://lod-cloud.net/dataset/chemdb-phaseTransition,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eagle-i-ohsu,https://lod-cloud.net/dataset/eagle-i-ohsu,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
entice-graph,https://lod-cloud.net/dataset/entice-graph,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
eagle-i-upr,https://lod-cloud.net/dataset/eagle-i-upr,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
eagle-i-tuskegee,https://lod-cloud.net/dataset/eagle-i-tuskegee,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
PGxLOD,https://lod-cloud.net/dataset/PGxLOD,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
ogolod,https://lod-cloud.net/dataset/ogolod,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
eagle-i-famu,https://lod-cloud.net/dataset/eagle-i-famu,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
taxonconcept-occurences,https://lod-cloud.net/dataset/taxonconcept-occurences,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
micro-coronavirus,https://lod-cloud.net/dataset/micro-coronavirus,2,1,2,2,2,0,2,2,2,0,2,2,7,2,6,4,19
disgenet,https://lod-cloud.net/dataset/disgenet,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
linked-life-data,https://lod-cloud.net/dataset/linked-life-data,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
PubChem_RDF,https://lod-cloud.net/dataset/PubChem_RDF,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
http:sensormeasurement.appspot.comdatasetnaturopathy-dataset,https://lod-cloud.net/dataset/http:sensormeasurement.appspot.comdatasetnaturopathy-dataset,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
issa-agritrop,https://lod-cloud.net/dataset/issa-agritrop,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
nextprot,https://lod-cloud.net/dataset/nextprot,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
chemdb-estimatedProperties,https://lod-cloud.net/dataset/chemdb-estimatedProperties,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
ASCDC-AS-TFD-Fish-Species,https://lod-cloud.net/dataset/ASCDC-AS-TFD-Fish-Species,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
bio2rdf-genage,https://lod-cloud.net/dataset/bio2rdf-genage,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
nvs,https://lod-cloud.net/dataset/nvs,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
eagle-i-tsu,https://lod-cloud.net/dataset/eagle-i-tsu,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
