id,original_url,processed_url,assessment_success,error
Suface_Forestière_Mondiale_1990-2016,https://lod-cloud.net/dataset/Suface_Forestière_Mondiale_1990-2016,https://lod-cloud.net/dataset/Suface_Forestière_Mondiale_1990-2016,False,HTTP 500
