id,title,url
idocovid19,The COVID-19 Infectious Disease Ontology,https://github.com/infectious-disease-ontology-extensions/ido-covid-19
cro,Clinical Relation Ontology,https://github.com/data2health/contributor-role-ontology
psdo,Patient Safety Data Ontology,https://github.com/Display-Lab/psdo
taxrank,Taxonomic Rank Ontology,https://github.com/phenoscape/taxrank
iao,Information Artifact Ontology (IAO),https://github.com/information-artifact-ontology/IAO/
amphx,Amphioxus Development and Anatomy Ontology,https://github.com/EBISPOT/amphx_ontology
odnae,Ontology of Drug Neuropathy Adverse Events,https://github.com/odnae
oae,Ontology of Adverse Events,https://github.com/OAE-ontology/OAE/
iceo,Integrative and Conjugative Element Ontology,https://github.com/ontoice/ICEO
ico,Informed Consent Ontology,https://github.com/ICO-ontology/ICO
proco,PROcess Chemistry Ontology,https://github.com/proco-ontology/PROCO
ohmi,Ontology of Host-Microbiome Interactions,https://github.com/ohmi-ontology/ohmi
mop,Molecular Process Ontology,https://github.com/rsc-ontologies/rxno
eupath,VEuPathDB Ontology,https://github.com/VEuPathDB-ontology/VEuPathDB-ontology
pato,Phenotype And Trait Ontology,https://github.com/pato-ontology/pato/
gecko,Genomics Cohorts Knowledge Ontology,https://github.com/IHCC-cohorts/GECKO
bspo,Biological Spatial Ontology,https://github.com/obophenotype/biological-spatial-ontology
oarcs,Ontology of Arthropod Circulatory Systems,https://github.com/aszool/oarcs
phipo,Pathogen Host Interaction Phenotype Ontology,https://github.com/PHI-base/phipo
vbo,Vertebrate Breed Ontology,https://github.com/monarch-initiative/vertebrate-breed-ontology
fovt,FuTRES Ontology of Vertebrate Traits,https://github.com/futres/fovt
fobi,Food-Biomarker Ontology,https://github.com/pcastellanoescuder/FoodBiomarkerOntology
lepao,Lepidoptera Anatomy Ontology,https://github.com/insect-morphology/lepao
flopo,Flora Phenotype Ontology,https://github.com/flora-phenotype-ontology/flopoontology
obib,Ontology for Biobanking,https://github.com/biobanking/biobanking
micro,Ontology of Prokaryotic Phenotypic and Metabolic Characters,https://github.com/carrineblank/MicrO
caro,Common Anatomy Reference Ontology,https://github.com/obophenotype/caro/
nbo,Neuro Behavior Ontology,https://github.com/obo-behavior/behavior-ontology/
mi,Molecular Interactions Controlled Vocabulary,https://github.com/HUPO-PSI/psi-mi-CV
opmi,Ontology of Precision Medicine and Investigation,https://github.com/OPMI/opmi
rxno,Name Reaction Ontology,https://github.com/rsc-ontologies/rxno
ocmr,Ontology of Chinese Medicine for Rheumatism,https://github.com/biomedontology/ocmr
sepio,Scientific Evidence and Provece Information Ontology,https://github.com/monarch-initiative/SEPIO-ontology
rbo,Radiation Biology Ontology,https://github.com/Radiobiology-Informatics-Consortium/RBO
ogsf,Ontology of Genetic Susceptibility Factor,https://github.com/linikujp/OGSF
covid-19,COVID-19 Ontology,"https://github.com/covid-19-ontology/covid-19 (Github), https://bioportal.bioontology.org/ontologies/COVID-19 (Bioportal)"
ngbo/ngbo,Next Generation Biobanking Ontology,https://github.com/Dalalghamdi/NGBO (Ontobee/OLS/OBO)
