id,title,original_url,score_F1A,score_F1B,score_F2,score_F3,score_F4,score_A1.1,score_A1.2,score_A2,score_I1,score_I2,score_I3,score_R1.1,score_R1.2,score_R1.3,total_F,avg_F,total_A,avg_A,total_I,avg_I,total_R,avg_R,score_total,score_avg
gfo-bio,General Formal Ontology for Biology,https://bioportal.bioontology.org/ontologies/GFO-BIO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
carre,CARRE Risk Factor ontology,https://bioportal.bioontology.org/ontologies/CARRE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
landform,Landform classifiers,https://bioportal.bioontology.org/ontologies/LANDFORM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
opdzimbabwe,OPDZimbabwe,https://bioportal.bioontology.org/ontologies/OPDZIMBABWE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ontovip,Medical image simulation,https://bioportal.bioontology.org/ontologies/OntoVIP,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
lungmap-human,Anatomic Ontology for Human Lung Maturation,https://bioportal.bioontology.org/ontologies/LUNGMAP-HUMAN,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
payor,Payor,https://bioportal.bioontology.org/ontologies/PAYOR,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dsipf7,DSIP FiledLab7 ,https://bioportal.bioontology.org/ontologies/DSIPF7,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
onlira,Ontology of Liver for Radiology,https://bioportal.bioontology.org/ontologies/ONLIRA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bko,Bricks ontology,https://bioportal.bioontology.org/ontologies/BKO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
medo,Mouse Experimental Design Ontology,https://bioportal.bioontology.org/ontologies/MEDO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
sdoed,Social Determits of Education Ontology,https://bioportal.bioontology.org/ontologies/SDOED,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
episem,Epilepsy Semiology,https://bioportal.bioontology.org/ontologies/EPISEM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
sedi,Semantic DICOM Ontology,https://bioportal.bioontology.org/ontologies/SEDI,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
gmo,Growth Medium Ontology,https://bioportal.bioontology.org/ontologies/GMO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
zonmw-admin-md,ZonMW Administrative Metadata Vocabulary,https://bioportal.bioontology.org/ontologies/ZONMW-ADMIN-MD,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
moc,Material Organic Compound,https://bioportal.bioontology.org/ontologies/MOC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
nemo,Neural ElectroMagnetic Ontology,https://bioportal.bioontology.org/ontologies/NEMO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
m4m-20-variables,M4M.20 FAIRWare Variables,https://bioportal.bioontology.org/ontologies/M4M-20-VARIABLES,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
repos,repository,https://bioportal.bioontology.org/ontologies/REPOS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hravs,HuBMAP Research Attributes Value Set,https://bioportal.bioontology.org/ontologies/HRAVS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
case-base-onto,Case-base ontology for gastric dystemperament in Persian medicine,https://bioportal.bioontology.org/ontologies/CASE-BASE-ONTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
onl-msa,Mental State Assessment,https://bioportal.bioontology.org/ontologies/ONL-MSA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
xref-funder-reg,CrossRef Funder Registry,https://bioportal.bioontology.org/ontologies/XREF-FUNDER-REG,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dikb,Drug Interaction Knowledge Base Ontology,https://bioportal.bioontology.org/ontologies/DIKB,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ebp,EmpowerBP,https://bioportal.bioontology.org/ontologies/EBP,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
sleep,SLEEP ontology,https://bioportal.bioontology.org/ontologies/SLEEP,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
henegeo,Head and Neck Cancer - Clinical and Gene Ontology,https://bioportal.bioontology.org/ontologies/HENEGEO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
uhc-metadata,UHC Metadata,https://bioportal.bioontology.org/ontologies/UHC-METADATA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fenics,Functional Electrophysiology Nomenclature for Ion Channels,https://bioportal.bioontology.org/ontologies/FENICS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
vodana-mi,VODANA-MIGRANTS-INTERVIEWS,https://bioportal.bioontology.org/ontologies/VODANA-MI,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dmdsont,Diabetes Mellitus Diagnosis and Support Ontology ,https://bioportal.bioontology.org/ontologies/DMDSONT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
chr,Monochrom,https://bioportal.bioontology.org/ontologies/CHR,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
chro,Chromatin Regulator Ontology,https://bioportal.bioontology.org/ontologies/CHRO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
como,Context and Measurement Ontology,https://bioportal.bioontology.org/ontologies/COMO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mco4hke,Multiplex Classification Ontology for the HyperKvasir Experiment,https://bioportal.bioontology.org/ontologies/MCO4HKE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
copdo,COPD Ontology,https://bioportal.bioontology.org/ontologies/COPDO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hivo004,HIVOntologymain.owl,https://bioportal.bioontology.org/ontologies/HIVO004,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ccont,Cell Culture Ontology,https://bioportal.bioontology.org/ontologies/CCONT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
vodan_anc,VODAN ANC Vocabulary ,https://bioportal.bioontology.org/ontologies/VODAN_ANC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
g-prov,Guideline Provece,https://bioportal.bioontology.org/ontologies/G-PROV,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bto_ontology,Brain Tumour Ontology,https://bioportal.bioontology.org/ontologies/BTO_ONTOLOGY,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mccl,Cell Line Ontology [by Mahadevan],https://bioportal.bioontology.org/ontologies/MCCL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mccv,Microbial Culture Collection Vocabulary,https://bioportal.bioontology.org/ontologies/MCCV,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bllm,Large Language Model Ontology,https://bioportal.bioontology.org/ontologies/BLLM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
drpsnpto,Dementia-Related Psychotic Symptoms Non-Pharmacological Treatment Ontology,https://bioportal.bioontology.org/ontologies/DRPSNPTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
goldterms,GOLD Ecosystem Classification,https://bioportal.bioontology.org/ontologies/GOLDTERMS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
piero,Enzyme Reaction Ontology for annotating Partial Information of chemical transformation,https://bioportal.bioontology.org/ontologies/PIERO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fcc1,Fernald Community Cohort N,https://bioportal.bioontology.org/ontologies/FCC1,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fo,Fern Ontology,https://bioportal.bioontology.org/ontologies/FO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fg,FAIR Genomes,https://bioportal.bioontology.org/ontologies/FG,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cu-vo,Venom Ontology,https://bioportal.bioontology.org/ontologies/CU-VO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
sato,SATO (IDEAS expAnded wiTh BCIO): workflow for designers of patient-centered mobile health behaviour change intervention applications,https://bioportal.bioontology.org/ontologies/SATO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
orex-sam,OSIRIS-REx sample type,https://bioportal.bioontology.org/ontologies/OREX-SAM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
scio,Spinal Cord Injury Ontology,https://bioportal.bioontology.org/ontologies/SCIO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
admf,alzhaimer dessiese main factors,https://bioportal.bioontology.org/ontologies/ADMF,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
admo,Alzheimer Disease Map Ontology,https://bioportal.bioontology.org/ontologies/ADMO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
rnrmu,RNRMU,https://bioportal.bioontology.org/ontologies/RNRMU,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
edem-connectonto,eDEM-Connect: Ontology of Dementia-related Agitation and Relationship between Informal Caregivers and Persons with Dementia,https://bioportal.bioontology.org/ontologies/EDEM-CONNECTONTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cn,computer network,https://bioportal.bioontology.org/ontologies/CN,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
gff-m4m,GO FAIR M4M,https://bioportal.bioontology.org/ontologies/GFF-M4M,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pdo_cas,Plant Diversity Ontology,https://bioportal.bioontology.org/ontologies/PDO_CAS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
emo,Enzyme Mechanism Ontology,https://bioportal.bioontology.org/ontologies/EMO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
qudt2-1,"Quantities, Units, Dimensions and Types (QUDT Version 2.1)",https://bioportal.bioontology.org/ontologies/QUDT2-1,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
rpo,Resource of Asian Primary Immunodeficiency Diseases (RAPID) Phenotype Ontology,https://bioportal.bioontology.org/ontologies/RPO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
syrian-cinema,Syrian Cinema,https://bioportal.bioontology.org/ontologies/SYRIAN-CINEMA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pts,Pathway Terminology System,https://bioportal.bioontology.org/ontologies/PTS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
exmo,Exercise Medicine Ontology,https://bioportal.bioontology.org/ontologies/EXMO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
lico,Liver Case Ontology (LiCO),https://bioportal.bioontology.org/ontologies/LICO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
matr,Material,https://bioportal.bioontology.org/ontologies/MATR,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mini-fast-1,mini fast test,https://bioportal.bioontology.org/ontologies/MINI-FAST-1,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
neumore,Neural Motor Recovery Ontology,https://bioportal.bioontology.org/ontologies/NEUMORE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
panet,PaN Experimental technique,https://bioportal.bioontology.org/ontologies/PANET,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
envs_variables,ENVS variables,https://bioportal.bioontology.org/ontologies/ENVS_VARIABLES,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
snomedct,SNOMED CT,https://bioportal.bioontology.org/ontologies/SNOMEDCT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fit_bit,Fitbit Vocabularies ,https://bioportal.bioontology.org/ontologies/FIT_BIT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
icw,International Classification of Wellness,https://bioportal.bioontology.org/ontologies/ICW,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ogco,OriGinal Chemical Ontology,https://bioportal.bioontology.org/ontologies/OGCO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
insname,VODANAINSNAMES,https://bioportal.bioontology.org/ontologies/INSNAME,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ontoreplicov,OntoRepliCov,https://bioportal.bioontology.org/ontologies/ONTOREPLICOV,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
nidm-results,NIDM-Results,https://bioportal.bioontology.org/ontologies/NIDM-RESULTS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hivcrs,HIVCompoundRels,https://bioportal.bioontology.org/ontologies/HIVCRS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dloro,Dependency Layered Ontology for Radiation Oncology,https://bioportal.bioontology.org/ontologies/DLORO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
gffo,Genetic Feature Format Ontology,https://bioportal.bioontology.org/ontologies/GFFO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
nro,NeuralReprogrammingOntology,https://bioportal.bioontology.org/ontologies/NRO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
rh-mesh,Robert Hoehndorf Version of MeSH,https://bioportal.bioontology.org/ontologies/RH-MESH,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
intvmode,Interview Mode,https://bioportal.bioontology.org/ontologies/INTVMODE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cohsi2study,cohsi2study,https://bioportal.bioontology.org/ontologies/COHSI2STUDY,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fast-chrono,FAST (Faceted Access of Subject Terminology) Chronological Facet,https://bioportal.bioontology.org/ontologies/FAST-CHRONO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ibio,IndianBiodiversity,https://bioportal.bioontology.org/ontologies/IBIO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
adher_intcare_sp,Adherence and Integrated Care in Spanish,https://bioportal.bioontology.org/ontologies/ADHER_INTCARE_SP,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
edda,EDDA Study Designs Taxonomy,https://bioportal.bioontology.org/ontologies/EDDA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
patgv,Placental Genetic Variance,https://bioportal.bioontology.org/ontologies/PATGV,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
eso_c,Epilepsy Semiology Ontology,https://bioportal.bioontology.org/ontologies/ESO_C,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hns,HNS_Ontolgoy,https://bioportal.bioontology.org/ontologies/HNS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mixs,Minimal Information about any Sequence Ontology,https://bioportal.bioontology.org/ontologies/MIXS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mooccuado,Molgula occulta Anatomy and Development Ontology,https://bioportal.bioontology.org/ontologies/MOOCCUADO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fish-ast,FISH Archaeological Sciences Thesaurus,https://bioportal.bioontology.org/ontologies/FISH-AST,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mpo,Microbial Phenotype Ontology,https://bioportal.bioontology.org/ontologies/MPO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cseo,Cigarette Smoke Exposure Ontology,https://bioportal.bioontology.org/ontologies/CSEO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bp-metadata,BioPortal Metadata Ontology,https://bioportal.bioontology.org/ontologies/BP-METADATA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
obs,OntoBioStat,https://bioportal.bioontology.org/ontologies/OBS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ito,Intelligence Task Ontology,https://bioportal.bioontology.org/ontologies/ITO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
leo,Living Environment Ontology,https://bioportal.bioontology.org/ontologies/LEO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
adalab,AdaLab ontology,https://bioportal.bioontology.org/ontologies/ADALAB,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mepo,Mapping of Epilepsy Ontologies,https://bioportal.bioontology.org/ontologies/MEPO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
arcrc,Arctic Report Card,https://bioportal.bioontology.org/ontologies/ARCRC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
csso,Clinical Signs and Symptoms Ontology,https://bioportal.bioontology.org/ontologies/CSSO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
apadisorders,Disorders cluster,https://bioportal.bioontology.org/ontologies/APADISORDERS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
sweet,Semantic Web for Earth and Environment Technology Ontology,https://bioportal.bioontology.org/ontologies/SWEET,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
eo1,Example Ontology,https://bioportal.bioontology.org/ontologies/EO1,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
satusehatthesis,SatuSehatThesis,https://bioportal.bioontology.org/ontologies/SATUSEHATTHESIS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mwla,Medical Web Lifestyle Aggregator,https://bioportal.bioontology.org/ontologies/MWLA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fgnhns,FoodGroupNHNS,https://bioportal.bioontology.org/ontologies/FGNHNS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
m,May,https://bioportal.bioontology.org/ontologies/M,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mm,mm,https://bioportal.bioontology.org/ontologies/MM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pmo,Performed Music Ontology,https://bioportal.bioontology.org/ontologies/PMO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ftc,Functional Therapeutic Chemical Classification System,https://bioportal.bioontology.org/ontologies/FTC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ifar,Fanconi Anemia Ontology,https://bioportal.bioontology.org/ontologies/IFAR,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
onl-dp,Dataset processing,https://bioportal.bioontology.org/ontologies/ONL-DP,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cpro,Computer-Based Patient Record Ontology,https://bioportal.bioontology.org/ontologies/CPRO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
altproton,An Ontology for integration and interoperability of multi-aspect data of Protein food production chains,https://bioportal.bioontology.org/ontologies/ALTPROTON,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
inbio,Invasion Biology Ontology,https://bioportal.bioontology.org/ontologies/INBIO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ik,Irabi kassim,https://bioportal.bioontology.org/ontologies/IK,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
vodanauganda,VODANAUGANDA,https://bioportal.bioontology.org/ontologies/VODANAUGANDA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pcao,Prostate Cancer Ontology,https://bioportal.bioontology.org/ontologies/PCAO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
gb,GlycanBind,https://bioportal.bioontology.org/ontologies/GB,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fall,MyOntoServiceFull_FallDetection,https://bioportal.bioontology.org/ontologies/FALL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hed,Hierarchical Event Descriptors,https://bioportal.bioontology.org/ontologies/HED,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
regn_go,REGN_GO,https://bioportal.bioontology.org/ontologies/REGN_GO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bclion,Breast Cancer Lifestyle Ontology,https://bioportal.bioontology.org/ontologies/BCLION,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
simm,In Silico Methodologies Ontology for MAATrica metric,https://bioportal.bioontology.org/ontologies/SIMM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
tdwgspec,TDWG Specimen LSID Ontology,https://bioportal.bioontology.org/ontologies/TDWGSPEC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
matrcompound,Material Compound,https://bioportal.bioontology.org/ontologies/MATRCOMPOUND,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fast-title,FAST (Faceted Application of Subject Terminology) Title Facet,https://bioportal.bioontology.org/ontologies/FAST-TITLE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dranpto,Dementia-Related Agitation Non-Pharmacological Treatment Ontology,https://bioportal.bioontology.org/ontologies/DRANPTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
phage,Phylogenetics Ontology,https://bioportal.bioontology.org/ontologies/PHAGE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fast-genreform,FAST (Faceted Access of Subject Terminology) GenreForm,https://bioportal.bioontology.org/ontologies/FAST-GENREFORM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
phmammado,Phallusia mammillata Anatomy and Development Ontology,https://bioportal.bioontology.org/ontologies/PHMAMMADO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
emif-ad,EMIF-AD ontology,https://bioportal.bioontology.org/ontologies/EMIF-AD,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
neio,Neural Electronic Interface Ontology,https://bioportal.bioontology.org/ontologies/NEIO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hgnc-nr,HGNC New Releases Ontology,https://bioportal.bioontology.org/ontologies/HGNC-NR,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bibframe,BIBFRAME 2.0,https://bioportal.bioontology.org/ontologies/BIBFRAME,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
metabus,metaBUS controlled vocabulary for organizational and applied psychology research,https://bioportal.bioontology.org/ontologies/METABUS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hivhpvfgs,"HIV, HPV, FGS vocabulary",https://bioportal.bioontology.org/ontologies/HIVHPVFGS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bibliotek-o,The Biblioteko Ontology,https://bioportal.bioontology.org/ontologies/BIBLIOTEK-O,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pcmo,Pediatric Consultation and Monitoring Ontology ,https://bioportal.bioontology.org/ontologies/PCMO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pghd_connect,PGHD_CONNECT,https://bioportal.bioontology.org/ontologies/PGHD_CONNECT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ctu_beready_gem,CTU Bern BEReady Gemeinden,https://bioportal.bioontology.org/ontologies/CTU_BEREADY_GEM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ego,Epigenome Ontology,https://bioportal.bioontology.org/ontologies/EGO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pplc,Placental Pathology Lesion Classification,https://bioportal.bioontology.org/ontologies/PPLC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
marc-languages,MARC List for Languages,https://bioportal.bioontology.org/ontologies/MARC-LANGUAGES,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
